content_id,course_id,content_title,duration_seconds,sequence
CONT00861,C095,Thermodynamics — Lecture 10: Examples,3050,10
CONT00862,C096,Classical Mechanics — Lecture 1: Examples,1320,1
CONT00863,C096,Classical Mechanics — Lecture 2: Case Study,3356,2
CONT00864,C096,Classical Mechanics — Lecture 3: Overview,1421,3
CONT00865,C096,Classical Mechanics — Lecture 4: Case Study,2707,4
CONT00866,C096,Classical Mechanics — Lecture 5: Case Study,425,5
CONT00867,C096,Classical Mechanics — Lecture 6: Case Study,3532,6
CONT00868,C096,Classical Mechanics — Lecture 7: Overview,2843,7
CONT00869,C096,Classical Mechanics — Lecture 8: Exercise,1397,8
CONT00870,C096,Classical Mechanics — Lecture 9: Deep Dive,2935,9
CONT00871,C097,Data Structures — Lecture 1: Exercise,1148,1
CONT00872,C097,Data Structures — Lecture 2: Summary,3165,2
CONT00873,C097,Data Structures — Lecture 3: Overview,2885,3
CONT00874,C097,Data Structures — Lecture 4: Overview,1293,4
CONT00875,C097,Data Structures — Lecture 5: Deep Dive,2949,5
CONT00876,C097,Data Structures — Lecture 6: Case Study,460,6
CONT00877,C097,Data Structures — Lecture 7: Exercise,2352,7
CONT00878,C097,Data Structures — Lecture 8: Exercise,1460,8
CONT00879,C098,Cybersecurity Basics — Lecture 1: Summary,2720,1
CONT00880,C098,Cybersecurity Basics — Lecture 2: Summary,705,2
CONT00881,C098,Cybersecurity Basics — Lecture 3: Case Study,1716,3
CONT00882,C098,Cybersecurity Basics — Lecture 4: Case Study,2052,4
CONT00883,C098,Cybersecurity Basics — Lecture 5: Exercise,2986,5
CONT00884,C098,Cybersecurity Basics — Lecture 6: Exercise,1316,6
CONT00885,C098,Cybersecurity Basics — Lecture 7: Examples,1024,7
CONT00886,C099,Marketing 101 — Lecture 1: Summary,1565,1
CONT00887,C099,Marketing 101 — Lecture 2: Case Study,1296,2
CONT00888,C099,Marketing 101 — Lecture 3: Case Study,2025,3
CONT00889,C099,Marketing 101 — Lecture 4: Overview,2068,4
CONT00890,C099,Marketing 101 — Lecture 5: Deep Dive,3056,5
CONT00891,C099,Marketing 101 — Lecture 6: Overview,984,6
CONT00892,C099,Marketing 101 — Lecture 7: Exercise,3387,7
CONT00893,C099,Marketing 101 — Lecture 8: Deep Dive,2690,8
CONT00894,C099,Marketing 101 — Lecture 9: Deep Dive,2170,9
CONT00895,C099,Marketing 101 — Lecture 10: Summary,1305,10
CONT00896,C099,Marketing 101 — Lecture 11: Summary,3128,11
CONT00897,C099,Marketing 101 — Lecture 12: Case Study,3102,12
CONT00898,C100,Calculus I — Lecture 1: Exercise,498,1
CONT00899,C100,Calculus I — Lecture 2: Examples,2430,2
CONT00900,C100,Calculus I — Lecture 3: Overview,3301,3
CONT00901,C100,Calculus I — Lecture 4: Summary,2965,4
CONT00902,C100,Calculus I — Lecture 5: Overview,2979,5
CONT00903,C100,Calculus I — Lecture 6: Case Study,592,6
CONT00904,C100,Calculus I — Lecture 7: Case Study,1874,7
CONT00905,C100,Calculus I — Lecture 8: Case Study,361,8
CONT00906,C100,Calculus I — Lecture 9: Exercise,527,9
CONT00907,C101,Cell Biology — Lecture 1: Deep Dive,1400,1
CONT00908,C101,Cell Biology — Lecture 2: Exercise,718,2
CONT00909,C101,Cell Biology — Lecture 3: Summary,1643,3
CONT00910,C101,Cell Biology — Lecture 4: Case Study,660,4
CONT00911,C101,Cell Biology — Lecture 5: Exercise,545,5
CONT00912,C101,Cell Biology — Lecture 6: Overview,2187,6
CONT00913,C102,Graphic Design — Lecture 1: Case Study,1597,1
CONT00914,C102,Graphic Design — Lecture 2: Examples,1699,2
CONT00915,C102,Graphic Design — Lecture 3: Examples,2112,3
CONT00916,C102,Graphic Design — Lecture 4: Exercise,3084,4
CONT00917,C102,Graphic Design — Lecture 5: Summary,1164,5
CONT00918,C102,Graphic Design — Lecture 6: Exercise,1305,6
CONT00919,C102,Graphic Design — Lecture 7: Exercise,2644,7
CONT00920,C102,Graphic Design — Lecture 8: Deep Dive,773,8
CONT00921,C102,Graphic Design — Lecture 9: Examples,383,9
CONT00922,C102,Graphic Design — Lecture 10: Exercise,2741,10
CONT00923,C102,Graphic Design — Lecture 11: Exercise,2201,11
CONT00924,C103,French Basics — Lecture 1: Summary,558,1
CONT00925,C103,French Basics — Lecture 2: Overview,2163,2
CONT00926,C103,French Basics — Lecture 3: Summary,1490,3
CONT00927,C103,French Basics — Lecture 4: Summary,3058,4
CONT00928,C103,French Basics — Lecture 5: Deep Dive,1878,5
CONT00929,C103,French Basics — Lecture 6: Summary,1419,6
CONT00930,C104,Business Management — Lecture 1: Summary,1885,1
CONT00931,C104,Business Management — Lecture 2: Examples,1698,2
CONT00932,C104,Business Management — Lecture 3: Deep Dive,2440,3
CONT00933,C104,Business Management — Lecture 4: Exercise,774,4
CONT00934,C104,Business Management — Lecture 5: Examples,393,5
CONT00935,C104,Business Management — Lecture 6: Deep Dive,703,6
CONT00936,C104,Business Management — Lecture 7: Case Study,2307,7
CONT00937,C104,Business Management — Lecture 8: Deep Dive,1230,8
CONT00938,C104,Business Management — Lecture 9: Case Study,319,9
CONT00939,C104,Business Management — Lecture 10: Deep Dive,2747,10
CONT00940,C104,Business Management — Lecture 11: Examples,525,11
CONT00941,C105,Financial Accounting — Lecture 1: Overview,2571,1
CONT00942,C105,Financial Accounting — Lecture 2: Case Study,2242,2
CONT00943,C105,Financial Accounting — Lecture 3: Examples,1054,3
CONT00944,C105,Financial Accounting — Lecture 4: Exercise,1630,4
CONT00945,C105,Financial Accounting — Lecture 5: Deep Dive,2054,5
CONT00946,C105,Financial Accounting — Lecture 6: Deep Dive,2683,6
CONT00947,C105,Financial Accounting — Lecture 7: Overview,3526,7
CONT00948,C106,NLP Fundamentals — Lecture 1: Overview,1642,1
CONT00949,C106,NLP Fundamentals — Lecture 2: Exercise,739,2
CONT00950,C106,NLP Fundamentals — Lecture 3: Case Study,3245,3
CONT00951,C106,NLP Fundamentals — Lecture 4: Examples,2992,4
CONT00952,C106,NLP Fundamentals — Lecture 5: Case Study,3458,5
CONT00953,C106,NLP Fundamentals — Lecture 6: Case Study,1609,6
CONT00954,C106,NLP Fundamentals — Lecture 7: Examples,2653,7
CONT00955,C106,NLP Fundamentals — Lecture 8: Summary,689,8
CONT00956,C106,NLP Fundamentals — Lecture 9: Exercise,3241,9
CONT00957,C106,NLP Fundamentals — Lecture 10: Case Study,2379,10
CONT00958,C106,NLP Fundamentals — Lecture 11: Exercise,1743,11
CONT00959,C107,Human-Computer Interaction — Lecture 1: Overview,1040,1
CONT00960,C107,Human-Computer Interaction — Lecture 2: Exercise,1461,2
CONT00961,C107,Human-Computer Interaction — Lecture 3: Case Study,1944,3
CONT00962,C107,Human-Computer Interaction — Lecture 4: Deep Dive,543,4
CONT00963,C107,Human-Computer Interaction — Lecture 5: Overview,2833,5
CONT00964,C107,Human-Computer Interaction — Lecture 6: Exercise,999,6
CONT00965,C107,Human-Computer Interaction — Lecture 7: Summary,1973,7
CONT00966,C107,Human-Computer Interaction — Lecture 8: Examples,2736,8
CONT00967,C107,Human-Computer Interaction — Lecture 9: Exercise,901,9
CONT00968,C107,Human-Computer Interaction — Lecture 10: Deep Dive,2195,10
CONT00969,C107,Human-Computer Interaction — Lecture 11: Examples,2924,11
CONT00970,C107,Human-Computer Interaction — Lecture 12: Overview,2285,12
CONT00971,C108,Calculus II — Lecture 1: Summary,1989,1
CONT00972,C108,Calculus II — Lecture 2: Exercise,3554,2
CONT00973,C108,Calculus II — Lecture 3: Overview,2538,3
CONT00974,C108,Calculus II — Lecture 4: Overview,2332,4
CONT00975,C108,Calculus II — Lecture 5: Deep Dive,2984,5
CONT00976,C108,Calculus II — Lecture 6: Case Study,2065,6
CONT00977,C108,Calculus II — Lecture 7: Overview,3220,7
CONT00978,C108,Calculus II — Lecture 8: Overview,2559,8
CONT00979,C108,Calculus II — Lecture 9: Deep Dive,937,9
CONT00980,C108,Calculus II — Lecture 10: Case Study,1526,10
CONT00981,C109,English Literature — Lecture 1: Exercise,1766,1
CONT00982,C109,English Literature — Lecture 2: Deep Dive,3109,2
CONT00983,C109,English Literature — Lecture 3: Exercise,3158,3
CONT00984,C109,English Literature — Lecture 4: Examples,1880,4
CONT00985,C109,English Literature — Lecture 5: Examples,453,5
CONT00986,C109,English Literature — Lecture 6: Summary,764,6
CONT00987,C109,English Literature — Lecture 7: Deep Dive,2509,7
CONT00988,C109,English Literature — Lecture 8: Overview,1449,8
CONT00989,C109,English Literature — Lecture 9: Exercise,3600,9
CONT00990,C109,English Literature — Lecture 10: Summary,2956,10
CONT00991,C109,English Literature — Lecture 11: Examples,1666,11
CONT00992,C109,English Literature — Lecture 12: Examples,1175,12
CONT00993,C110,Algorithms — Lecture 1: Deep Dive,2968,1
CONT00994,C110,Algorithms — Lecture 2: Deep Dive,2808,2
CONT00995,C110,Algorithms — Lecture 3: Overview,3095,3
CONT00996,C110,Algorithms — Lecture 4: Deep Dive,1034,4
CONT00997,C110,Algorithms — Lecture 5: Examples,1810,5
CONT00998,C110,Algorithms — Lecture 6: Summary,1552,6
CONT00999,C110,Algorithms — Lecture 7: Overview,737,7
CONT01000,C111,Microeconomics — Lecture 1: Examples,1050,1
CONT01001,C111,Microeconomics — Lecture 2: Case Study,499,2
CONT01002,C111,Microeconomics — Lecture 3: Examples,711,3
CONT01003,C111,Microeconomics — Lecture 4: Overview,3524,4
CONT01004,C111,Microeconomics — Lecture 5: Summary,1080,5
CONT01005,C111,Microeconomics — Lecture 6: Exercise,2160,6
CONT01006,C111,Microeconomics — Lecture 7: Deep Dive,1919,7
CONT01007,C111,Microeconomics — Lecture 8: Overview,1708,8
CONT01008,C111,Microeconomics — Lecture 9: Overview,627,9
CONT01009,C111,Microeconomics — Lecture 10: Summary,474,10
CONT01010,C112,Algorithms — Lecture 1: Examples,1543,1
CONT01011,C112,Algorithms — Lecture 2: Overview,1109,2
CONT01012,C112,Algorithms — Lecture 3: Examples,1019,3
CONT01013,C112,Algorithms — Lecture 4: Deep Dive,2083,4
CONT01014,C112,Algorithms — Lecture 5: Summary,1015,5
CONT01015,C112,Algorithms — Lecture 6: Case Study,1930,6
CONT01016,C112,Algorithms — Lecture 7: Overview,2661,7
CONT01017,C113,Project Management — Lecture 1: Deep Dive,1797,1
CONT01018,C113,Project Management — Lecture 2: Examples,1348,2
CONT01019,C113,Project Management — Lecture 3: Summary,1174,3
CONT01020,C113,Project Management — Lecture 4: Summary,3333,4
CONT01021,C113,Project Management — Lecture 5: Examples,3326,5
CONT01022,C113,Project Management — Lecture 6: Overview,3474,6
CONT01023,C113,Project Management — Lecture 7: Deep Dive,1487,7
CONT01024,C114,Financial Accounting — Lecture 1: Exercise,2798,1
CONT01025,C114,Financial Accounting — Lecture 2: Deep Dive,2201,2
CONT01026,C114,Financial Accounting — Lecture 3: Case Study,3162,3
CONT01027,C114,Financial Accounting — Lecture 4: Summary,1354,4
CONT01028,C114,Financial Accounting — Lecture 5: Overview,2401,5
CONT01029,C114,Financial Accounting — Lecture 6: Deep Dive,654,6
CONT01030,C114,Financial Accounting — Lecture 7: Summary,3295,7
CONT01031,C114,Financial Accounting — Lecture 8: Summary,2957,8
CONT01032,C114,Financial Accounting — Lecture 9: Examples,2376,9
CONT01033,C114,Financial Accounting — Lecture 10: Examples,2434,10
CONT01034,C115,French Basics — Lecture 1: Summary,1141,1
CONT01035,C115,French Basics — Lecture 2: Summary,2846,2
CONT01036,C115,French Basics — Lecture 3: Examples,470,3
CONT01037,C115,French Basics — Lecture 4: Summary,871,4
CONT01038,C115,French Basics — Lecture 5: Overview,375,5
CONT01039,C115,French Basics — Lecture 6: Overview,1374,6
CONT01040,C116,Marketing 101 — Lecture 1: Summary,3084,1
CONT01041,C116,Marketing 101 — Lecture 2: Summary,331,2
CONT01042,C116,Marketing 101 — Lecture 3: Summary,937,3
CONT01043,C116,Marketing 101 — Lecture 4: Examples,638,4
CONT01044,C116,Marketing 101 — Lecture 5: Overview,2337,5
CONT01045,C116,Marketing 101 — Lecture 6: Deep Dive,910,6
CONT01046,C116,Marketing 101 — Lecture 7: Overview,2797,7
CONT01047,C116,Marketing 101 — Lecture 8: Exercise,2854,8
CONT01048,C116,Marketing 101 — Lecture 9: Deep Dive,2890,9
CONT01049,C116,Marketing 101 — Lecture 10: Exercise,3578,10
CONT01050,C117,Algorithms — Lecture 1: Examples,3365,1
CONT01051,C117,Algorithms — Lecture 2: Exercise,1713,2
CONT01052,C117,Algorithms — Lecture 3: Deep Dive,2060,3
CONT01053,C117,Algorithms — Lecture 4: Overview,417,4
CONT01054,C117,Algorithms — Lecture 5: Exercise,2179,5
CONT01055,C117,Algorithms — Lecture 6: Deep Dive,672,6
CONT01056,C118,Cell Biology — Lecture 1: Summary,2791,1
CONT01057,C118,Cell Biology — Lecture 2: Examples,3203,2
CONT01058,C118,Cell Biology — Lecture 3: Deep Dive,2703,3
CONT01059,C118,Cell Biology — Lecture 4: Case Study,1187,4
CONT01060,C118,Cell Biology — Lecture 5: Summary,404,5
CONT01061,C118,Cell Biology — Lecture 6: Case Study,579,6
CONT01062,C118,Cell Biology — Lecture 7: Case Study,2056,7
CONT01063,C118,Cell Biology — Lecture 8: Case Study,462,8
CONT01064,C118,Cell Biology — Lecture 9: Exercise,1823,9
CONT01065,C118,Cell Biology — Lecture 10: Overview,3095,10
CONT01066,C118,Cell Biology — Lecture 11: Case Study,2613,11
CONT01067,C119,Digital Marketing — Lecture 1: Overview,2704,1
CONT01068,C119,Digital Marketing — Lecture 2: Exercise,2509,2
CONT01069,C119,Digital Marketing — Lecture 3: Summary,2827,3
CONT01070,C119,Digital Marketing — Lecture 4: Summary,1581,4
CONT01071,C119,Digital Marketing — Lecture 5: Examples,709,5
CONT01072,C119,Digital Marketing — Lecture 6: Examples,2602,6
CONT01073,C119,Digital Marketing — Lecture 7: Overview,608,7
CONT01074,C119,Digital Marketing — Lecture 8: Examples,1268,8
CONT01075,C119,Digital Marketing — Lecture 9: Overview,3130,9
CONT01076,C119,Digital Marketing — Lecture 10: Overview,1683,10
CONT01077,C119,Digital Marketing — Lecture 11: Deep Dive,3396,11
CONT01078,C119,Digital Marketing — Lecture 12: Examples,1433,12
CONT01079,C120,Calculus I — Lecture 1: Overview,3113,1
CONT01080,C120,Calculus I — Lecture 2: Exercise,2022,2
CONT01081,C120,Calculus I — Lecture 3: Deep Dive,2136,3
CONT01082,C120,Calculus I — Lecture 4: Overview,430,4
CONT01083,C120,Calculus I — Lecture 5: Overview,2351,5
CONT01084,C120,Calculus I — Lecture 6: Deep Dive,1337,6
CONT01085,C120,Calculus I — Lecture 7: Summary,2499,7
CONT01086,C120,Calculus I — Lecture 8: Exercise,2608,8
CONT01087,C121,Spanish Basics — Lecture 1: Summary,2831,1
CONT01088,C121,Spanish Basics — Lecture 2: Case Study,2616,2
CONT01089,C121,Spanish Basics — Lecture 3: Case Study,883,3
CONT01090,C121,Spanish Basics — Lecture 4: Overview,1721,4
CONT01091,C121,Spanish Basics — Lecture 5: Examples,3360,5
CONT01092,C121,Spanish Basics — Lecture 6: Case Study,2265,6
CONT01093,C121,Spanish Basics — Lecture 7: Summary,1051,7
CONT01094,C121,Spanish Basics — Lecture 8: Deep Dive,1524,8
CONT01095,C121,Spanish Basics — Lecture 9: Examples,2526,9
CONT01096,C121,Spanish Basics — Lecture 10: Summary,2323,10
CONT01097,C122,Financial Accounting — Lecture 1: Case Study,3129,1
CONT01098,C122,Financial Accounting — Lecture 2: Examples,1433,2
CONT01099,C122,Financial Accounting — Lecture 3: Summary,1728,3
CONT01100,C122,Financial Accounting — Lecture 4: Overview,2373,4
CONT01101,C122,Financial Accounting — Lecture 5: Examples,2064,5
CONT01102,C122,Financial Accounting — Lecture 6: Summary,2934,6
CONT01103,C122,Financial Accounting — Lecture 7: Deep Dive,1656,7
CONT01104,C122,Financial Accounting — Lecture 8: Case Study,1258,8
CONT01105,C122,Financial Accounting — Lecture 9: Overview,2579,9
CONT01106,C122,Financial Accounting — Lecture 10: Exercise,1145,10
CONT01107,C123,Web Development — Lecture 1: Case Study,304,1
CONT01108,C123,Web Development — Lecture 2: Deep Dive,1731,2
CONT01109,C123,Web Development — Lecture 3: Case Study,420,3
CONT01110,C123,Web Development — Lecture 4: Exercise,1270,4
CONT01111,C123,Web Development — Lecture 5: Exercise,707,5
CONT01112,C123,Web Development — Lecture 6: Overview,2320,6
CONT01113,C123,Web Development — Lecture 7: Summary,1579,7
CONT01114,C123,Web Development — Lecture 8: Case Study,1001,8
CONT01115,C123,Web Development — Lecture 9: Case Study,2678,9
CONT01116,C123,Web Development — Lecture 10: Deep Dive,885,10
CONT01117,C124,NLP Fundamentals — Lecture 1: Exercise,785,1
CONT01118,C124,NLP Fundamentals — Lecture 2: Summary,2673,2
CONT01119,C124,NLP Fundamentals — Lecture 3: Examples,3380,3
CONT01120,C124,NLP Fundamentals — Lecture 4: Overview,842,4
CONT01121,C124,NLP Fundamentals — Lecture 5: Deep Dive,1193,5
CONT01122,C124,NLP Fundamentals — Lecture 6: Case Study,3264,6
CONT01123,C125,Cell Biology — Lecture 1: Examples,991,1
CONT01124,C125,Cell Biology — Lecture 2: Summary,2259,2
CONT01125,C125,Cell Biology — Lecture 3: Examples,1606,3
CONT01126,C125,Cell Biology — Lecture 4: Summary,1092,4
CONT01127,C125,Cell Biology — Lecture 5: Overview,2562,5
CONT01128,C125,Cell Biology — Lecture 6: Summary,2876,6
CONT01129,C125,Cell Biology — Lecture 7: Examples,1377,7
CONT01130,C125,Cell Biology — Lecture 8: Exercise,1176,8
CONT01131,C126,Microeconomics — Lecture 1: Case Study,1577,1
CONT01132,C126,Microeconomics — Lecture 2: Examples,508,2
CONT01133,C126,Microeconomics — Lecture 3: Case Study,1675,3
CONT01134,C126,Microeconomics — Lecture 4: Summary,1069,4
CONT01135,C126,Microeconomics — Lecture 5: Examples,1875,5
CONT01136,C126,Microeconomics — Lecture 6: Summary,2601,6
CONT01137,C126,Microeconomics — Lecture 7: Examples,1294,7
CONT01138,C127,Cloud Computing — Lecture 1: Examples,1109,1
CONT01139,C127,Cloud Computing — Lecture 2: Summary,3049,2
CONT01140,C127,Cloud Computing — Lecture 3: Deep Dive,558,3
CONT01141,C127,Cloud Computing — Lecture 4: Exercise,2897,4
CONT01142,C127,Cloud Computing — Lecture 5: Exercise,2153,5
CONT01143,C127,Cloud Computing — Lecture 6: Summary,2958,6
CONT01144,C127,Cloud Computing — Lecture 7: Exercise,2212,7
CONT01145,C127,Cloud Computing — Lecture 8: Summary,1052,8
CONT01146,C127,Cloud Computing — Lecture 9: Case Study,3578,9
CONT01147,C127,Cloud Computing — Lecture 10: Deep Dive,731,10
CONT01148,C127,Cloud Computing — Lecture 11: Examples,2389,11
CONT01149,C127,Cloud Computing — Lecture 12: Overview,1594,12
CONT01150,C128,Cloud Computing — Lecture 1: Exercise,2427,1
CONT01151,C128,Cloud Computing — Lecture 2: Case Study,934,2
CONT01152,C128,Cloud Computing — Lecture 3: Examples,1819,3
CONT01153,C128,Cloud Computing — Lecture 4: Overview,2034,4
CONT01154,C128,Cloud Computing — Lecture 5: Examples,2026,5
CONT01155,C128,Cloud Computing — Lecture 6: Examples,1643,6
CONT01156,C128,Cloud Computing — Lecture 7: Examples,1267,7
CONT01157,C128,Cloud Computing — Lecture 8: Case Study,1604,8
CONT01158,C128,Cloud Computing — Lecture 9: Examples,2316,9
CONT01159,C129,Human-Computer Interaction — Lecture 1: Summary,1555,1
CONT01160,C129,Human-Computer Interaction — Lecture 2: Deep Dive,1147,2
CONT01161,C129,Human-Computer Interaction — Lecture 3: Examples,683,3
CONT01162,C129,Human-Computer Interaction — Lecture 4: Summary,2418,4
CONT01163,C129,Human-Computer Interaction — Lecture 5: Case Study,1545,5
CONT01164,C129,Human-Computer Interaction — Lecture 6: Examples,912,6
CONT01165,C129,Human-Computer Interaction — Lecture 7: Case Study,857,7
CONT01166,C129,Human-Computer Interaction — Lecture 8: Deep Dive,1234,8
CONT01167,C129,Human-Computer Interaction — Lecture 9: Examples,2854,9
CONT01168,C129,Human-Computer Interaction — Lecture 10: Overview,2406,10
CONT01169,C129,Human-Computer Interaction — Lecture 11: Overview,2709,11
CONT01170,C130,NLP Fundamentals — Lecture 1: Overview,3032,1
CONT01171,C130,NLP Fundamentals — Lecture 2: Exercise,2971,2
CONT01172,C130,NLP Fundamentals — Lecture 3: Deep Dive,2737,3
CONT01173,C130,NLP Fundamentals — Lecture 4: Overview,2713,4
CONT01174,C130,NLP Fundamentals — Lecture 5: Exercise,2762,5
CONT01175,C130,NLP Fundamentals — Lecture 6: Overview,1873,6
CONT01176,C130,NLP Fundamentals — Lecture 7: Overview,1344,7
CONT01177,C130,NLP Fundamentals — Lecture 8: Case Study,2763,8
CONT01178,C131,Calculus II — Lecture 1: Summary,2311,1
CONT01179,C131,Calculus II — Lecture 2: Examples,1390,2
CONT01180,C131,Calculus II — Lecture 3: Case Study,3299,3
CONT01181,C131,Calculus II — Lecture 4: Exercise,1342,4
CONT01182,C131,Calculus II — Lecture 5: Summary,511,5
CONT01183,C131,Calculus II — Lecture 6: Overview,1493,6
CONT01184,C132,Deep Learning — Lecture 1: Overview,3308,1
CONT01185,C132,Deep Learning — Lecture 2: Examples,2268,2
CONT01186,C132,Deep Learning — Lecture 3: Summary,661,3
CONT01187,C132,Deep Learning — Lecture 4: Summary,3435,4
CONT01188,C132,Deep Learning — Lecture 5: Examples,2446,5
CONT01189,C132,Deep Learning — Lecture 6: Deep Dive,2066,6
CONT01190,C132,Deep Learning — Lecture 7: Exercise,2262,7
CONT01191,C133,Photography — Lecture 1: Summary,1172,1
CONT01192,C133,Photography — Lecture 2: Examples,2202,2
CONT01193,C133,Photography — Lecture 3: Overview,2302,3
CONT01194,C133,Photography — Lecture 4: Overview,2666,4
CONT01195,C133,Photography — Lecture 5: Case Study,984,5
CONT01196,C133,Photography — Lecture 6: Overview,1859,6
CONT01197,C134,Macroeconomics — Lecture 1: Deep Dive,2225,1
CONT01198,C134,Macroeconomics — Lecture 2: Summary,3294,2
CONT01199,C134,Macroeconomics — Lecture 3: Overview,3189,3
CONT01200,C134,Macroeconomics — Lecture 4: Deep Dive,3471,4
CONT01201,C134,Macroeconomics — Lecture 5: Deep Dive,1597,5
CONT01202,C134,Macroeconomics — Lecture 6: Deep Dive,1202,6
CONT01203,C134,Macroeconomics — Lecture 7: Exercise,326,7
CONT01204,C134,Macroeconomics — Lecture 8: Summary,2132,8
CONT01205,C134,Macroeconomics — Lecture 9: Case Study,3436,9
CONT01206,C135,Financial Accounting — Lecture 1: Examples,3266,1
CONT01207,C135,Financial Accounting — Lecture 2: Exercise,358,2
CONT01208,C135,Financial Accounting — Lecture 3: Examples,2886,3
CONT01209,C135,Financial Accounting — Lecture 4: Overview,2485,4
CONT01210,C135,Financial Accounting — Lecture 5: Overview,794,5
CONT01211,C135,Financial Accounting — Lecture 6: Summary,1319,6
CONT01212,C135,Financial Accounting — Lecture 7: Case Study,2975,7
CONT01213,C135,Financial Accounting — Lecture 8: Deep Dive,2781,8
CONT01214,C136,Python Programming — Lecture 1: Summary,1427,1
CONT01215,C136,Python Programming — Lecture 2: Examples,1083,2
CONT01216,C136,Python Programming — Lecture 3: Deep Dive,2908,3
CONT01217,C136,Python Programming — Lecture 4: Deep Dive,2120,4
CONT01218,C136,Python Programming — Lecture 5: Overview,506,5
CONT01219,C136,Python Programming — Lecture 6: Overview,1542,6
CONT01220,C137,NLP Fundamentals — Lecture 1: Overview,672,1
CONT01221,C137,NLP Fundamentals — Lecture 2: Case Study,1596,2
CONT01222,C137,NLP Fundamentals — Lecture 3: Examples,2804,3
CONT01223,C137,NLP Fundamentals — Lecture 4: Case Study,2606,4
CONT01224,C137,NLP Fundamentals — Lecture 5: Deep Dive,2116,5
CONT01225,C137,NLP Fundamentals — Lecture 6: Summary,1687,6
CONT01226,C137,NLP Fundamentals — Lecture 7: Case Study,1593,7
CONT01227,C137,NLP Fundamentals — Lecture 8: Deep Dive,1105,8
CONT01228,C138,Macroeconomics — Lecture 1: Exercise,1802,1
CONT01229,C138,Macroeconomics — Lecture 2: Case Study,2885,2
CONT01230,C138,Macroeconomics — Lecture 3: Examples,473,3
CONT01231,C138,Macroeconomics — Lecture 4: Exercise,1971,4
CONT01232,C138,Macroeconomics — Lecture 5: Examples,2672,5
CONT01233,C138,Macroeconomics — Lecture 6: Case Study,3014,6
CONT01234,C138,Macroeconomics — Lecture 7: Summary,679,7
CONT01235,C139,Entrepreneurship — Lecture 1: Exercise,3120,1
CONT01236,C139,Entrepreneurship — Lecture 2: Summary,2796,2
CONT01237,C139,Entrepreneurship — Lecture 3: Deep Dive,2162,3
CONT01238,C139,Entrepreneurship — Lecture 4: Overview,1604,4
CONT01239,C139,Entrepreneurship — Lecture 5: Deep Dive,2090,5
CONT01240,C139,Entrepreneurship — Lecture 6: Overview,901,6
CONT01241,C140,Data Structures — Lecture 1: Deep Dive,3167,1
CONT01242,C140,Data Structures — Lecture 2: Case Study,1475,2
CONT01243,C140,Data Structures — Lecture 3: Overview,868,3
CONT01244,C140,Data Structures — Lecture 4: Examples,1886,4
CONT01245,C140,Data Structures — Lecture 5: Case Study,3115,5
CONT01246,C140,Data Structures — Lecture 6: Case Study,1530,6
CONT01247,C140,Data Structures — Lecture 7: Deep Dive,1353,7
CONT01248,C140,Data Structures — Lecture 8: Exercise,3502,8
CONT01249,C140,Data Structures — Lecture 9: Deep Dive,1918,9
CONT01250,C140,Data Structures — Lecture 10: Overview,1440,10
CONT01251,C140,Data Structures — Lecture 11: Case Study,492,11
CONT01252,C141,Calculus II — Lecture 1: Overview,2488,1
CONT01253,C141,Calculus II — Lecture 2: Examples,3015,2
CONT01254,C141,Calculus II — Lecture 3: Case Study,3322,3
CONT01255,C141,Calculus II — Lecture 4: Case Study,2193,4
CONT01256,C141,Calculus II — Lecture 5: Overview,2128,5
CONT01257,C141,Calculus II — Lecture 6: Exercise,587,6
CONT01258,C141,Calculus II — Lecture 7: Case Study,3163,7
CONT01259,C141,Calculus II — Lecture 8: Overview,335,8
CONT01260,C142,Game Design — Lecture 1: Summary,340,1
CONT01261,C142,Game Design — Lecture 2: Case Study,2987,2
CONT01262,C142,Game Design — Lecture 3: Overview,3078,3
CONT01263,C142,Game Design — Lecture 4: Examples,2445,4
CONT01264,C142,Game Design — Lecture 5: Exercise,2688,5
CONT01265,C142,Game Design — Lecture 6: Summary,1754,6
CONT01266,C142,Game Design — Lecture 7: Summary,2296,7
CONT01267,C142,Game Design — Lecture 8: Deep Dive,2737,8
CONT01268,C142,Game Design — Lecture 9: Exercise,1376,9
CONT01269,C142,Game Design — Lecture 10: Exercise,2842,10
CONT01270,C142,Game Design — Lecture 11: Exercise,623,11
CONT01271,C143,Marketing 101 — Lecture 1: Exercise,1406,1
CONT01272,C143,Marketing 101 — Lecture 2: Examples,3453,2
CONT01273,C143,Marketing 101 — Lecture 3: Summary,3241,3
CONT01274,C143,Marketing 101 — Lecture 4: Summary,3296,4
CONT01275,C143,Marketing 101 — Lecture 5: Deep Dive,1334,5
CONT01276,C143,Marketing 101 — Lecture 6: Overview,2284,6
CONT01277,C143,Marketing 101 — Lecture 7: Deep Dive,1357,7
CONT01278,C144,French Basics — Lecture 1: Deep Dive,3153,1
CONT01279,C144,French Basics — Lecture 2: Case Study,3387,2
CONT01280,C144,French Basics — Lecture 3: Exercise,314,3
CONT01281,C144,French Basics — Lecture 4: Case Study,1938,4
CONT01282,C144,French Basics — Lecture 5: Deep Dive,2428,5
CONT01283,C144,French Basics — Lecture 6: Examples,1373,6
CONT01284,C145,Statistics — Lecture 1: Deep Dive,1781,1
