enrollment_id,user_id,course_id,enrollment_date,status,progress_percent
E012055,S0397,C148,2021-07-25,completed,19
E012056,S4605,C133,2024-02-20,in_progress,48
E012057,S3768,C009,2024-08-06,enrolled,70
E012058,S2117,C135,2024-05-04,in_progress,58
E012059,S3002,C057,2025-10-25,enrolled,9
E012060,S2429,C116,2025-06-05,enrolled,14
E012061,S0654,C191,2025-10-18,in_progress,44
E012062,S2689,C187,2025-03-19,completed,86
E012063,S1235,C045,2023-07-23,enrolled,42
E012064,S3259,C082,2025-10-26,in_progress,34
E012065,S0375,C198,2025-06-08,completed,91
E012066,S3542,C018,2025-07-05,completed,73
E012067,S0999,C097,2025-06-10,enrolled,57
E012068,S1205,C125,2025-07-24,completed,58
E012069,S4321,C039,2025-01-27,completed,76
E012070,S4698,C091,2025-08-19,in_progress,23
E012071,S2806,C091,2024-11-06,dropped,44
E012072,S4153,C140,2023-12-05,in_progress,49
E012073,S1976,C142,2022-10-09,enrolled,69
E012074,S3803,C130,2025-02-07,completed,6
E012075,S1238,C189,2021-09-20,enrolled,16
E012076,S3394,C063,2025-07-10,enrolled,11
E012077,S4555,C124,2023-09-20,in_progress,42
E012078,S4703,C121,2025-04-08,enrolled,88
E012079,S3533,C120,2025-01-21,in_progress,92
E012080,S0509,C183,2024-11-29,dropped,11
E012081,S1515,C184,2022-04-14,enrolled,51
E012082,S3304,C185,2024-11-10,enrolled,5
E012083,S0151,C155,2023-05-12,in_progress,64
E012084,S0559,C029,2025-05-08,in_progress,53
E012085,S2590,C188,2024-01-22,in_progress,5
E012086,S2907,C157,2024-08-25,in_progress,36
E012087,S1916,C110,2025-04-04,completed,32
E012088,S3860,C027,2025-10-12,in_progress,4
E012089,S2683,C052,2024-05-23,completed,36
E012090,S1245,C129,2023-09-07,dropped,37
E012091,S4437,C130,2024-03-15,enrolled,13
E012092,S0012,C002,2023-10-21,enrolled,39
E012093,S2561,C007,2025-02-25,in_progress,52
E012094,S3252,C067,2025-01-04,enrolled,85
E012095,S3660,C011,2022-07-22,completed,87
E012096,S1164,C086,2025-09-02,enrolled,23
E012097,S3386,C157,2025-03-19,enrolled,3
E012098,S4613,C052,2024-11-16,completed,84
E012099,S2024,C160,2025-07-28,enrolled,91
E012100,S1838,C082,2025-10-20,enrolled,57
E012101,S0876,C085,2025-03-18,completed,38
E012102,S0198,C098,2025-07-19,completed,6
E012103,S3394,C048,2024-09-30,enrolled,35
E012104,S4743,C091,2022-06-13,enrolled,56
E012105,S4785,C077,2025-10-26,enrolled,66
E012106,S0949,C130,2025-08-21,completed,44
E012107,S4002,C095,2025-10-26,enrolled,37
E012108,S4609,C116,2025-04-22,completed,62
E012109,S0004,C121,2025-04-23,in_progress,67
E012110,S2641,C091,2024-03-21,enrolled,21
E012111,S2553,C143,2025-06-11,in_progress,87
E012112,S4827,C151,2023-02-16,enrolled,21
E012113,S0226,C168,2025-02-17,enrolled,34
E012114,S4351,C008,2025-10-23,enrolled,52
E012115,S0547,C126,2022-11-28,dropped,38
E012116,S0141,C077,2022-07-19,completed,12
E012117,S0092,C162,2025-07-27,enrolled,48
E012118,S4065,C121,2023-09-04,in_progress,18
E012119,S4422,C126,2022-05-23,completed,15
E012120,S4317,C167,2022-10-07,in_progress,78
E012121,S3009,C175,2025-10-05,dropped,18
E012122,S4009,C029,2022-07-10,completed,15
E012123,S2397,C045,2023-07-16,completed,92
E012124,S1030,C133,2024-06-25,enrolled,5
E012125,S0933,C197,2024-01-08,enrolled,81
E012126,S0792,C089,2025-09-30,completed,82
E012127,S4870,C139,2023-12-13,in_progress,68
E012128,S0105,C042,2024-06-07,enrolled,98
E012129,S2781,C027,2023-03-16,completed,81
E012130,S2513,C020,2024-05-12,enrolled,14
E012131,S2202,C010,2023-01-26,dropped,37
E012132,S1970,C135,2025-10-27,enrolled,2
E012133,S1468,C155,2025-06-30,enrolled,62
E012134,S0151,C131,2025-05-18,enrolled,40
E012135,S0511,C175,2025-02-12,completed,77
E012136,S2411,C180,2024-12-17,enrolled,97
E012137,S2800,C131,2025-10-04,in_progress,31
E012138,S3831,C006,2025-07-06,enrolled,71
E012139,S1954,C199,2022-12-16,in_progress,82
E012140,S1075,C076,2025-10-01,enrolled,52
E012141,S3228,C185,2024-04-05,enrolled,35
E012142,S3505,C117,2025-07-24,enrolled,29
E012143,S0443,C097,2024-04-11,in_progress,47
E012144,S4216,C152,2025-08-16,enrolled,57
E012145,S0006,C086,2025-08-01,in_progress,29
E012146,S2042,C175,2024-12-10,enrolled,42
E012147,S1950,C040,2023-03-24,completed,69
E012148,S0592,C122,2024-10-03,enrolled,58
E012149,S1300,C124,2025-06-11,enrolled,97
E012150,S4531,C145,2024-12-29,enrolled,100
E012151,S4263,C015,2024-08-10,in_progress,2
E012152,S2834,C160,2022-07-10,in_progress,4
E012153,S1700,C135,2023-06-30,dropped,34
E012154,S0957,C176,2025-10-03,completed,30
E012155,S3918,C043,2025-01-26,dropped,36
E012156,S1653,C154,2024-12-25,in_progress,35
E012157,S4370,C183,2025-01-26,enrolled,0
E012158,S4022,C123,2023-07-04,enrolled,25
E012159,S2457,C021,2024-08-13,enrolled,43
E012160,S1242,C169,2024-11-16,enrolled,87
E012161,S0091,C068,2025-10-09,dropped,24
E012162,S0877,C063,2023-01-29,completed,62
E012163,S2248,C077,2025-07-21,completed,38
E012164,S4749,C121,2025-08-13,in_progress,36
E012165,S4570,C183,2024-05-28,enrolled,52
E012166,S0536,C184,2023-06-03,enrolled,59
E012167,S4385,C110,2025-04-14,enrolled,0
E012168,S3819,C145,2022-05-14,in_progress,56
E012169,S4579,C094,2023-05-31,enrolled,48
E012170,S2314,C069,2025-10-14,enrolled,50
E012171,S1519,C110,2023-10-02,dropped,36
E012172,S4028,C122,2023-07-18,enrolled,33
E012173,S1724,C046,2023-07-13,enrolled,68
E012174,S3239,C120,2025-01-23,enrolled,15
E012175,S3961,C175,2025-04-28,enrolled,78
E012176,S1425,C112,2024-08-08,in_progress,91
E012177,S1737,C159,2025-04-25,in_progress,71
E012178,S3599,C033,2023-02-25,completed,70
E012179,S4732,C107,2022-07-29,in_progress,55
E012180,S0280,C058,2023-02-08,completed,79
E012181,S3604,C100,2025-09-07,completed,91
E012182,S1114,C155,2023-08-07,completed,83
E012183,S1770,C185,2025-09-13,enrolled,53
E012184,S2606,C014,2024-12-04,completed,38
E012185,S2987,C134,2025-10-26,completed,68
E012186,S1330,C011,2025-03-26,in_progress,68
E012187,S0917,C114,2021-08-12,enrolled,40
E012188,S1225,C067,2025-04-08,completed,79
E012189,S2249,C023,2025-08-20,in_progress,98
E012190,S2922,C143,2025-08-09,completed,40
E012191,S3759,C103,2023-08-28,enrolled,5
E012192,S0370,C053,2023-03-06,enrolled,41
E012193,S0652,C177,2025-10-13,enrolled,50
E012194,S2270,C150,2022-09-12,enrolled,8
E012195,S3173,C053,2024-08-27,in_progress,65
E012196,S4920,C127,2025-07-03,completed,22
E012197,S2857,C071,2024-10-09,dropped,30
E012198,S2275,C041,2025-08-21,enrolled,46
E012199,S2019,C072,2023-06-14,completed,96
E012200,S0378,C051,2022-09-27,enrolled,22
E012201,S1097,C110,2021-09-15,in_progress,99
E012202,S4199,C178,2023-12-04,enrolled,54
E012203,S4402,C190,2023-09-12,completed,34
E012204,S4269,C116,2023-12-30,completed,1
E012205,S4991,C009,2025-10-03,completed,97
E012206,S4469,C030,2024-09-02,enrolled,76
E012207,S3518,C156,2023-06-17,in_progress,37
E012208,S4514,C092,2025-06-10,in_progress,88
E012209,S0421,C173,2024-07-30,enrolled,1
E012210,S2262,C072,2022-09-16,dropped,43
E012211,S3726,C039,2025-08-16,completed,9
E012212,S4566,C014,2025-10-07,completed,76
E012213,S4917,C056,2023-06-05,enrolled,9
E012214,S4773,C083,2023-10-22,enrolled,85
E012215,S2919,C104,2024-06-12,enrolled,53
E012216,S2490,C161,2025-10-14,enrolled,38
E012217,S3670,C014,2025-09-19,completed,58
E012218,S4201,C006,2022-01-12,enrolled,100
E012219,S4981,C111,2024-01-15,completed,57
E012220,S4228,C090,2025-10-09,in_progress,94
E012221,S1067,C012,2025-09-02,enrolled,8
E012222,S1164,C170,2025-10-21,dropped,41
E012223,S4716,C088,2025-03-06,enrolled,91
E012224,S0848,C191,2025-09-05,enrolled,100
E012225,S4044,C062,2023-03-20,enrolled,35
E012226,S3429,C179,2024-11-30,enrolled,71
E012227,S2029,C051,2024-05-05,enrolled,20
E012228,S3182,C196,2022-07-08,completed,92
E012229,S3399,C147,2025-07-11,enrolled,86
E012230,S2203,C182,2025-10-27,completed,35
E012231,S0667,C173,2022-07-19,in_progress,1
E012232,S2170,C171,2024-02-11,completed,9
E012233,S3685,C094,2023-11-17,in_progress,7
E012234,S4223,C124,2023-01-25,enrolled,47
E012235,S1819,C103,2024-10-18,in_progress,19
E012236,S1707,C144,2025-07-23,enrolled,71
E012237,S3405,C105,2024-03-17,enrolled,76
E012238,S0950,C041,2024-05-21,dropped,18
E012239,S1215,C053,2025-03-01,in_progress,66
E012240,S2197,C165,2025-10-06,completed,81
E012241,S2798,C108,2023-11-10,enrolled,21
E012242,S1148,C164,2021-03-03,enrolled,16
E012243,S3621,C133,2023-07-03,in_progress,17
E012244,S0522,C050,2025-07-29,in_progress,68
E012245,S1090,C197,2025-08-16,in_progress,36
E012246,S3235,C016,2025-06-21,enrolled,96
E012247,S3654,C043,2022-09-26,enrolled,86
E012248,S4467,C146,2024-12-04,enrolled,91
E012249,S4772,C169,2025-10-13,completed,30
E012250,S0197,C039,2025-06-28,enrolled,43
E012251,S1507,C124,2025-03-23,enrolled,44
E012252,S1159,C005,2025-08-23,in_progress,64
E012253,S1290,C047,2024-06-11,enrolled,64
E012254,S1790,C109,2023-12-27,completed,7
E012255,S1376,C019,2025-10-13,completed,44
E012256,S2595,C114,2024-08-16,completed,87
E012257,S0855,C182,2024-12-07,enrolled,86
E012258,S4825,C065,2025-05-29,enrolled,40
E012259,S0412,C058,2023-03-07,in_progress,79
E012260,S4973,C083,2025-07-04,enrolled,66
E012261,S3996,C110,2021-11-18,enrolled,53
E012262,S1112,C194,2024-12-25,completed,51
E012263,S2752,C012,2025-09-16,enrolled,27
E012264,S4339,C191,2023-06-05,dropped,2
E012265,S3383,C102,2024-08-15,completed,31
E012266,S1904,C011,2025-09-17,completed,6
E012267,S3528,C139,2022-11-06,enrolled,23
E012268,S0204,C123,2025-08-26,completed,46
E012269,S2124,C168,2022-12-03,enrolled,68
E012270,S3845,C122,2025-10-07,in_progress,87
E012271,S2876,C088,2023-05-11,enrolled,9
E012272,S3929,C017,2023-12-22,enrolled,87
E012273,S3216,C045,2025-04-07,in_progress,54
E012274,S4684,C114,2023-09-18,in_progress,39
E012275,S2861,C156,2024-04-06,in_progress,98
E012276,S2838,C104,2025-10-18,enrolled,94
E012277,S0798,C020,2024-07-26,enrolled,43
E012278,S2775,C152,2025-07-31,completed,7
E012279,S4013,C004,2023-06-22,completed,99
E012280,S1834,C102,2023-07-04,enrolled,38
E012281,S2193,C079,2025-03-03,completed,72
E012282,S2466,C147,2025-02-24,enrolled,13
E012283,S0113,C166,2024-03-06,completed,39
E012284,S0648,C028,2023-02-20,enrolled,26
E012285,S3767,C071,2024-11-19,in_progress,5
E012286,S1879,C053,2025-06-27,in_progress,52
E012287,S1924,C166,2025-10-14,enrolled,86
E012288,S3364,C077,2024-01-06,enrolled,33
E012289,S0547,C167,2024-04-12,completed,11
E012290,S3852,C104,2025-04-09,enrolled,50
E012291,S3281,C094,2025-05-02,enrolled,52
E012292,S1302,C172,2025-05-29,completed,27
E012293,S3717,C079,2024-09-22,enrolled,74
E012294,S3020,C138,2024-02-27,in_progress,67
E012295,S0449,C198,2024-11-17,enrolled,79
E012296,S3744,C018,2023-08-12,enrolled,20
E012297,S3864,C008,2025-10-15,enrolled,16
E012298,S2095,C005,2024-10-09,in_progress,27
E012299,S1508,C175,2025-04-12,dropped,23
E012300,S1371,C114,2024-09-12,enrolled,55
E012301,S3550,C149,2022-01-29,enrolled,69
E012302,S4900,C172,2025-10-12,enrolled,6
E012303,S4203,C035,2024-08-14,completed,89
E012304,S0597,C067,2023-09-06,in_progress,84
E012305,S3817,C131,2025-06-20,in_progress,100
E012306,S0154,C136,2025-10-25,enrolled,84
E012307,S4205,C065,2025-02-15,in_progress,91
E012308,S4654,C091,2025-10-11,enrolled,65
E012309,S4360,C061,2022-11-18,in_progress,25
E012310,S4055,C060,2025-09-11,dropped,40
E012311,S4497,C151,2024-07-25,enrolled,17
E012312,S3138,C134,2025-07-15,enrolled,54
E012313,S4664,C056,2024-07-29,enrolled,25
E012314,S3036,C119,2022-12-25,enrolled,92
E012315,S4123,C012,2025-03-05,enrolled,87
E012316,S3275,C038,2025-03-19,enrolled,6
E012317,S4911,C016,2024-01-22,completed,88
E012318,S2475,C092,2025-10-18,dropped,27
E012319,S0953,C006,2024-01-21,completed,15
E012320,S2768,C131,2023-12-01,completed,31
E012321,S4550,C006,2023-12-02,enrolled,95
E012322,S1924,C034,2022-08-19,enrolled,5
E012323,S1540,C114,2025-07-15,dropped,19
E012324,S2705,C161,2024-12-24,completed,90
E012325,S3747,C193,2025-08-25,enrolled,78
E012326,S2576,C062,2025-10-18,in_progress,6
E012327,S1248,C093,2024-07-12,completed,31
E012328,S4223,C149,2023-08-22,completed,49
E012329,S2883,C170,2025-06-11,enrolled,53
E012330,S2349,C148,2025-02-06,in_progress,11
E012331,S2638,C104,2025-04-20,enrolled,88
E012332,S1386,C108,2024-03-22,in_progress,65
E012333,S0485,C111,2023-08-02,in_progress,54
E012334,S3733,C147,2025-07-09,enrolled,93
E012335,S0560,C159,2025-07-06,enrolled,22
E012336,S3018,C128,2024-07-14,enrolled,100
E012337,S2079,C102,2025-04-27,enrolled,84
E012338,S4513,C171,2025-09-13,completed,37
E012339,S3010,C015,2024-01-30,completed,65
E012340,S4905,C195,2025-09-04,in_progress,96
E012341,S3274,C111,2025-08-12,enrolled,87
E012342,S2702,C039,2023-06-10,enrolled,26
E012343,S4411,C180,2025-03-16,enrolled,21
E012344,S4856,C002,2025-03-06,enrolled,1
E012345,S0425,C084,2024-12-17,enrolled,45
E012346,S0002,C139,2023-01-05,enrolled,37
E012347,S0094,C072,2023-04-01,enrolled,14
E012348,S3287,C095,2025-02-21,enrolled,23
E012349,S3366,C088,2025-05-01,completed,12
E012350,S3762,C040,2025-08-18,enrolled,94
E012351,S1284,C185,2025-02-03,in_progress,30
E012352,S3810,C015,2025-06-09,enrolled,57
E012353,S0024,C147,2023-11-15,enrolled,31
E012354,S2939,C054,2025-06-13,enrolled,65
E012355,S3987,C049,2025-02-11,in_progress,15
E012356,S0910,C124,2025-04-10,enrolled,66
E012357,S2026,C035,2025-09-14,in_progress,84
E012358,S0576,C078,2024-07-14,enrolled,62
E012359,S1924,C162,2022-03-30,enrolled,62
E012360,S1666,C005,2023-10-02,enrolled,29
E012361,S0297,C128,2024-05-13,enrolled,92
E012362,S1039,C175,2025-06-18,enrolled,42
E012363,S1285,C103,2024-07-22,enrolled,89
E012364,S1062,C057,2023-12-02,enrolled,20
E012365,S3890,C061,2024-11-07,enrolled,41
E012366,S2023,C183,2025-03-12,enrolled,10
E012367,S3237,C185,2024-03-09,in_progress,40
E012368,S3215,C021,2024-04-21,enrolled,43
E012369,S1679,C197,2023-09-12,enrolled,30
E012370,S2804,C081,2023-08-09,enrolled,33
E012371,S0177,C027,2024-10-23,completed,38
E012372,S0400,C091,2023-06-05,completed,71
E012373,S0984,C108,2025-09-05,in_progress,67
E012374,S1065,C159,2025-09-05,in_progress,38
E012375,S2694,C140,2025-08-08,completed,33
E012376,S3049,C092,2024-07-30,completed,18
E012377,S1674,C028,2025-01-11,enrolled,17
E012378,S4245,C129,2024-02-02,enrolled,79
E012379,S3087,C133,2021-03-27,dropped,50
E012380,S3283,C115,2025-03-25,in_progress,87
E012381,S1411,C195,2025-01-29,in_progress,43
E012382,S1226,C039,2025-02-23,enrolled,58
E012383,S0804,C003,2022-05-26,in_progress,34
E012384,S1969,C195,2024-09-06,enrolled,15
E012385,S2867,C040,2021-04-01,enrolled,80
E012386,S4067,C054,2024-02-29,enrolled,75
E012387,S4972,C174,2025-08-11,enrolled,50
E012388,S1277,C131,2024-11-30,completed,24
E012389,S2819,C038,2025-06-28,dropped,36
E012390,S3416,C189,2025-08-19,completed,89
E012391,S3731,C099,2021-11-16,enrolled,23
E012392,S1413,C091,2025-09-11,in_progress,7
E012393,S3582,C177,2024-07-24,in_progress,67
E012394,S3006,C168,2024-04-08,completed,96
E012395,S3770,C191,2023-10-24,enrolled,37
E012396,S3326,C117,2025-08-19,in_progress,29
E012397,S4365,C112,2025-07-16,enrolled,15
E012398,S2390,C055,2024-11-02,completed,15
E012399,S4492,C185,2025-09-13,enrolled,86
E012400,S1986,C082,2025-10-20,completed,88
E012401,S0485,C150,2024-04-14,enrolled,62
E012402,S1109,C107,2025-06-27,enrolled,87
E012403,S1800,C050,2023-04-05,in_progress,36
E012404,S4028,C093,2024-06-01,enrolled,76
E012405,S3892,C104,2022-07-19,completed,13
E012406,S4840,C192,2025-08-23,in_progress,50
E012407,S4164,C063,2022-09-16,dropped,41
E012408,S3714,C116,2025-10-12,enrolled,58
E012409,S3957,C134,2025-08-23,enrolled,94
E012410,S4586,C086,2025-01-09,in_progress,24
E012411,S0689,C113,2025-10-18,completed,72
E012412,S4718,C058,2023-11-05,enrolled,94
E012413,S3758,C165,2024-01-21,completed,6
E012414,S4623,C092,2025-08-25,completed,78
E012415,S0935,C057,2025-09-25,enrolled,35
E012416,S1004,C050,2023-11-09,enrolled,88
E012417,S0960,C067,2024-03-12,enrolled,38
E012418,S0002,C137,2022-05-07,enrolled,30
E012419,S2149,C046,2023-07-21,completed,52
E012420,S3261,C106,2024-08-09,in_progress,48
E012421,S1113,C031,2025-02-21,completed,57
E012422,S0594,C187,2024-05-15,enrolled,84
E012423,S1251,C136,2022-01-03,in_progress,9
E012424,S3319,C166,2025-10-14,completed,53
E012425,S1713,C078,2024-05-08,enrolled,79
E012426,S1337,C033,2025-03-08,completed,66
E012427,S3045,C096,2021-10-28,completed,88
E012428,S4630,C120,2025-01-26,enrolled,75
E012429,S1874,C136,2023-05-31,in_progress,98
E012430,S1420,C098,2025-08-01,enrolled,98
E012431,S1042,C021,2025-07-21,enrolled,79
E012432,S0832,C010,2025-09-04,completed,95
E012433,S4188,C190,2025-05-27,enrolled,68
E012434,S2114,C139,2025-05-25,completed,55
E012435,S3617,C074,2025-10-25,completed,65
E012436,S1858,C148,2025-09-11,in_progress,0
E012437,S1349,C180,2025-06-08,completed,60
E012438,S4721,C083,2024-09-26,enrolled,85
E012439,S3258,C142,2025-09-05,in_progress,69
E012440,S4249,C174,2024-10-13,enrolled,55
E012441,S0078,C030,2025-09-04,enrolled,87
E012442,S3909,C162,2025-08-26,completed,59
E012443,S4549,C044,2024-05-24,completed,20
E012444,S1176,C186,2023-05-31,in_progress,69
E012445,S4334,C125,2025-08-24,enrolled,95
E012446,S4380,C001,2023-06-06,completed,51
E012447,S0547,C103,2022-06-25,enrolled,2
E012448,S1617,C101,2025-07-20,in_progress,92
E012449,S1186,C066,2022-08-01,enrolled,3
E012450,S4541,C030,2024-02-07,in_progress,64
E012451,S0619,C059,2024-02-04,in_progress,2
E012452,S2589,C179,2025-08-18,enrolled,13
E012453,S0221,C151,2021-08-24,enrolled,36
E012454,S1478,C073,2025-02-04,completed,29
E012455,S1210,C007,2025-09-23,completed,54
E012456,S3099,C117,2025-03-09,in_progress,49
E012457,S0654,C013,2025-01-27,in_progress,86
E012458,S3556,C064,2025-10-02,in_progress,78
E012459,S3217,C054,2025-05-14,completed,5
E012460,S2720,C064,2025-07-20,enrolled,13
E012461,S3350,C102,2025-08-26,enrolled,89
E012462,S0834,C189,2023-01-16,enrolled,48
E012463,S0384,C135,2025-08-06,enrolled,90
E012464,S1651,C189,2025-07-24,enrolled,20
E012465,S3463,C054,2025-09-14,enrolled,37
E012466,S2899,C157,2025-09-27,enrolled,15
E012467,S3809,C114,2025-05-24,in_progress,22
E012468,S1264,C111,2025-08-25,enrolled,89
E012469,S0293,C093,2023-11-26,completed,65
E012470,S2213,C056,2024-12-29,in_progress,62
E012471,S0851,C070,2023-07-13,enrolled,64
E012472,S3894,C024,2024-02-22,in_progress,22
E012473,S0824,C170,2023-10-26,completed,2
E012474,S0039,C058,2024-07-23,in_progress,25
E012475,S2802,C122,2025-04-07,in_progress,38
E012476,S2868,C021,2023-02-25,enrolled,69
E012477,S1814,C157,2024-06-12,enrolled,58
E012478,S0563,C094,2021-12-13,enrolled,47
E012479,S2196,C018,2025-07-09,in_progress,45
E012480,S3226,C026,2025-08-30,enrolled,58
E012481,S2884,C007,2023-08-19,dropped,47
E012482,S4508,C146,2025-06-02,enrolled,27
E012483,S2859,C129,2025-06-28,in_progress,19
E012484,S1892,C072,2024-08-10,enrolled,96
E012485,S2359,C169,2024-04-20,enrolled,48
E012486,S4232,C010,2025-09-01,enrolled,43
E012487,S0826,C065,2024-08-28,in_progress,22
E012488,S0366,C052,2024-02-04,in_progress,12
E012489,S0463,C127,2025-04-16,enrolled,49
E012490,S0800,C040,2022-05-26,completed,54
E012491,S0942,C040,2024-11-07,completed,13
E012492,S1233,C174,2025-10-10,completed,76
E012493,S4213,C079,2023-07-15,enrolled,7
E012494,S2227,C025,2025-03-14,completed,2
E012495,S1229,C119,2025-04-25,enrolled,96
E012496,S2132,C152,2024-09-17,enrolled,23
E012497,S0479,C093,2024-06-04,completed,81
E012498,S0252,C180,2025-10-03,enrolled,28
E012499,S0126,C200,2022-09-17,enrolled,74
E012500,S0669,C020,2025-08-31,enrolled,100
E012501,S1167,C134,2024-10-25,enrolled,60
E012502,S0152,C164,2024-12-21,dropped,9
E012503,S2226,C141,2025-02-04,enrolled,40
E012504,S0440,C139,2022-03-22,completed,49
E012505,S1315,C122,2023-09-05,enrolled,28
E012506,S2855,C128,2022-08-24,in_progress,40
E012507,S3020,C085,2025-02-19,completed,78
E012508,S2326,C023,2024-02-27,dropped,40
E012509,S3561,C150,2023-03-30,dropped,15
E012510,S2311,C088,2025-10-25,completed,96
E012511,S0925,C017,2022-01-04,dropped,5
E012512,S3173,C176,2025-05-12,enrolled,1
E012513,S1139,C008,2025-03-22,in_progress,71
E012514,S4302,C050,2024-02-26,enrolled,27
E012515,S3456,C043,2024-02-10,in_progress,99
E012516,S0400,C042,2024-08-24,enrolled,52
E012517,S3247,C143,2025-01-02,enrolled,15
E012518,S1659,C095,2025-10-25,in_progress,61
E012519,S3949,C038,2025-03-09,enrolled,17
E012520,S4622,C043,2025-10-15,in_progress,42
E012521,S0099,C062,2025-05-13,enrolled,63
E012522,S3625,C086,2022-10-07,completed,28
E012523,S3145,C170,2025-08-12,in_progress,33
E012524,S3217,C045,2021-05-23,completed,58
E012525,S4898,C019,2025-10-21,enrolled,14
E012526,S4081,C129,2025-06-11,enrolled,36
E012527,S2824,C019,2023-12-29,dropped,39
E012528,S1327,C076,2024-06-18,completed,81
E012529,S1247,C117,2025-08-03,in_progress,36
E012530,S4086,C175,2025-01-04,in_progress,14
E012531,S2030,C101,2024-10-14,enrolled,45
E012532,S3510,C095,2023-01-31,completed,18
E012533,S0800,C050,2022-10-11,enrolled,21
E012534,S1258,C037,2025-06-30,enrolled,0
E012535,S1063,C053,2021-12-26,enrolled,7
E012536,S2323,C005,2024-01-07,enrolled,80
E012537,S1767,C108,2024-10-14,in_progress,52
E012538,S1336,C133,2024-10-15,enrolled,91
E012539,S0826,C110,2024-07-26,in_progress,95
E012540,S3915,C180,2022-09-01,in_progress,45
E012541,S4870,C037,2023-12-19,enrolled,20
E012542,S4591,C159,2024-11-15,completed,57
E012543,S4481,C188,2022-11-22,completed,95
E012544,S4437,C084,2023-05-05,dropped,45
E012545,S2817,C119,2023-02-03,in_progress,82
E012546,S1725,C171,2025-05-03,enrolled,91
E012547,S1377,C027,2025-02-13,in_progress,50
E012548,S4087,C191,2022-12-08,completed,63
E012549,S2145,C062,2025-10-14,completed,78
E012550,S2117,C171,2025-06-01,completed,54
E012551,S3193,C140,2025-04-11,dropped,29
E012552,S1332,C094,2025-01-06,in_progress,86
E012553,S4271,C154,2023-08-26,enrolled,65
E012554,S4605,C113,2024-10-05,enrolled,40
E012555,S2711,C185,2024-03-28,enrolled,0
E012556,S3186,C103,2025-10-07,completed,10
E012557,S1850,C065,2025-03-14,dropped,49
E012558,S3438,C069,2024-01-16,enrolled,56
E012559,S4362,C098,2023-01-15,in_progress,13
E012560,S2292,C024,2022-05-31,in_progress,41
E012561,S4992,C143,2021-07-20,in_progress,79
E012562,S1469,C084,2022-09-07,completed,80
E012563,S0268,C121,2025-10-08,completed,25
E012564,S1771,C070,2021-08-08,enrolled,51
E012565,S2169,C083,2025-10-05,enrolled,25
E012566,S3377,C160,2025-10-20,in_progress,95
E012567,S1752,C052,2022-06-23,completed,76
E012568,S3620,C013,2024-06-28,enrolled,41
E012569,S3331,C027,2022-11-21,completed,39
E012570,S4839,C142,2022-10-12,completed,94
E012571,S3333,C175,2024-06-06,enrolled,55
E012572,S0549,C089,2024-08-27,enrolled,46
E012573,S2460,C044,2025-06-16,in_progress,91
E012574,S2828,C008,2024-08-03,in_progress,99
E012575,S2584,C129,2025-06-21,in_progress,10
E012576,S1431,C168,2022-02-14,completed,80
E012577,S0962,C083,2023-09-07,completed,26
E012578,S2256,C129,2025-10-11,in_progress,26
E012579,S2246,C150,2025-09-27,enrolled,15
E012580,S1817,C177,2025-08-09,completed,36
E012581,S2163,C136,2025-03-12,dropped,36
E012582,S1095,C013,2024-05-02,enrolled,13
E012583,S4097,C121,2025-01-04,enrolled,11
E012584,S0689,C090,2025-10-01,enrolled,42
E012585,S4842,C175,2025-01-02,completed,66
E012586,S4056,C133,2024-06-23,in_progress,1
E012587,S4908,C062,2025-08-13,completed,23
E012588,S3052,C042,2025-01-10,completed,28
E012589,S3975,C054,2023-04-09,completed,21
E012590,S0033,C127,2022-05-29,dropped,23
E012591,S1140,C116,2023-08-27,in_progress,90
E012592,S3544,C040,2021-09-14,completed,96
E012593,S2799,C199,2023-03-20,completed,79
E012594,S1517,C003,2025-05-05,enrolled,88
E012595,S1936,C076,2021-04-08,completed,81
E012596,S3464,C146,2024-08-13,enrolled,55
E012597,S2689,C061,2025-06-25,completed,48
E012598,S3010,C062,2025-01-14,in_progress,75
E012599,S3838,C169,2025-10-06,enrolled,22
E012600,S1410,C061,2024-07-03,enrolled,21
E012601,S3690,C055,2024-01-23,enrolled,29
E012602,S2494,C176,2025-02-25,enrolled,54
E012603,S3728,C129,2024-06-22,completed,31
E012604,S0323,C057,2024-03-25,enrolled,46
E012605,S2888,C093,2025-09-24,enrolled,28
E012606,S3799,C111,2025-08-17,in_progress,81
E012607,S1917,C109,2022-09-19,completed,11
E012608,S4696,C104,2024-08-29,enrolled,78
E012609,S4433,C142,2023-02-16,enrolled,68
E012610,S0149,C136,2024-05-20,enrolled,35
E012611,S0442,C047,2022-02-25,enrolled,73
E012612,S3066,C192,2025-08-12,in_progress,63
E012613,S2461,C178,2025-08-22,completed,69
E012614,S4399,C053,2023-02-19,in_progress,76
E012615,S1012,C149,2021-01-28,in_progress,22
E012616,S4952,C144,2023-12-25,enrolled,48
E012617,S4909,C005,2025-06-05,in_progress,24
E012618,S4455,C028,2024-06-05,enrolled,65
E012619,S3834,C072,2025-04-19,completed,48
E012620,S1316,C111,2023-05-28,in_progress,91
E012621,S3897,C071,2023-05-30,completed,31
E012622,S0852,C078,2024-01-11,completed,14
E012623,S4818,C180,2023-10-30,enrolled,96
E012624,S4687,C161,2023-04-11,dropped,50
E012625,S4401,C052,2023-06-03,in_progress,6
